"19-08-14","19-08-15","19-08-16","19-08-17","19-08-18","19-08-19","19-08-20","19-08-21","19-08-22","19-08-23","19-08-24","19-08-25","19-08-26","19-08-27","19-08-28","19-08-29","19-08-30","19-08-31","19-09-01","19-09-02","19-09-03","19-09-04","19-09-05","19-09-06","19-09-07","19-09-08","19-09-09","19-09-10","19-09-11","19-09-12","19-09-13","19-09-14","19-09-15","19-09-16","19-09-17","19-09-18"
3.862724564,107.1956626,108.038984,156.7069534,127.7341148,0.268457837,111.5274811,106.2385245,86.02108767,68.80806115,113.321455,69.7268377,0.270533177,36.6697535,85.4361409,70.38294181,114.2181964,204.0044334,183.8869725,0,39.01101103,43.19163789,114.409589,45.70548884,110.0541505,11.68343627,33.33682273,0.0621276,64.93378165,62.36847677,91.47860642,70.03903914,69.08249203,0.115955344,66.79385836,104.4077098,40.57133581
